[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1597070400027 (son520804@98.224.219.152) 2.27ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1597070400029 (son520804@98.224.219.152) 106.15ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1597070400031 (son520804@98.224.219.152) 1.66ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1597070400030 (son520804@98.224.219.152) 5.03ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1597070400032 (son520804@98.224.219.152) 20.15ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1597070400033 (son520804@98.224.219.152) 1.65ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1597070400034 (son520804@98.224.219.152) 1.37ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1597070400035 (son520804@98.224.219.152) 74.53ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1597070400036 (son520804@98.224.219.152) 1.67ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1597070400037 (son520804@98.224.219.152) 1.31ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1597070400038 (son520804@98.224.219.152) 131.41ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1597070400040 (son520804@98.224.219.152) 1.22ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1597070400039 (son520804@98.224.219.152) 1.65ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1597070400041 (son520804@98.224.219.152) 81.29ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1597070400042 (son520804@98.224.219.152) 1.29ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1597070400043 (son520804@98.224.219.152) 1.16ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1597070400044 (son520804@98.224.219.152) 85.45ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1597070400046 (son520804@98.224.219.152) 23.74ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1597070400045 (son520804@98.224.219.152) 1.73ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1597070400047 (son520804@98.224.219.152) 15.98ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1597070400048 (son520804@98.224.219.152) 1.32ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1597070400049 (son520804@98.224.219.152) 1.12ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1597070400050 (son520804@98.224.219.152) 75.42ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1597070400052 (son520804@98.224.219.152) 1.23ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1597070400051 (son520804@98.224.219.152) 1.31ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1597070400053 (son520804@98.224.219.152) 74.94ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1597070400054 (son520804@98.224.219.152) 1.32ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1597070400055 (son520804@98.224.219.152) 1.25ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1597070400056 (son520804@98.224.219.152) 20.35ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1597070400057 (son520804@98.224.219.152) 2.73ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1597070400058 (son520804@98.224.219.152) 4.80ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1597070400059 (son520804@98.224.219.152) 81.45ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1597070400060 (son520804@98.224.219.152) 1.26ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1597070400061 (son520804@98.224.219.152) 1.05ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1597070400062 (son520804@98.224.219.152) 79.91ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1597070400064 (son520804@98.224.219.152) 25.55ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1597070400063 (son520804@98.224.219.152) 2.02ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1597070400065 (son520804@98.224.219.152) 76.14ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1597070400066 (son520804@98.224.219.152) 1.69ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/notebooks/PyMC3_Code_Training.ipynb (son520804@98.224.219.152) 399.64ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1597070400067 (son520804@98.224.219.152) 399.61ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1597070400068 (son520804@98.224.219.152) 71.08ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@98.224.219.152) 2.15ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@98.224.219.152) 2.11ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1597072283359 (son520804@98.224.219.152) 26.89ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1597072283360 (son520804@98.224.219.152) 2.92ms
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_Training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_Training.ipynb?type=notebook&_=1597072283361 (son520804@98.224.219.152) 281.47ms
[SingleUserNotebookApp | INFO] Kernel started: b38d87c0-4122-484f-a51b-aff25fce293a
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/sessions (son520804@98.224.219.152) 91.00ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_Training.ipynb/checkpoints?_=1597072283362 (son520804@98.224.219.152) 27.70ms
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/notebooks/Bayesian_Advantage.png -> /user/son520804/files/Bayesian_Advantage.png (son520804@98.224.219.152) 27.72ms
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/notebooks/Bayesian_Model.png -> /user/son520804/files/Bayesian_Model.png (son520804@98.224.219.152) 27.93ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/livereveal?_=1597072283363 (son520804@98.224.219.152) 55.12ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/rise?_=1597072283364 (son520804@98.224.219.152) 66.03ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1597072283365 (son520804@98.224.219.152) 81.32ms
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel b38d87c0-4122-484f-a51b-aff25fce293a) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/b38d87c0-4122-484f-a51b-aff25fce293a/channels?session_id=afde55ff70c84b5198909a8b60148fff (son520804@98.224.219.152) 996.38ms
[SingleUserNotebookApp | INFO] Starting buffering for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel b38d87c0-4122-484f-a51b-aff25fce293a) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/b38d87c0-4122-484f-a51b-aff25fce293a/channels?session_id=afde55ff70c84b5198909a8b60148fff (son520804@98.224.219.152) 30.24ms
[SingleUserNotebookApp | INFO] Restoring connection for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 90001 ms.
[SingleUserNotebookApp | INFO] Starting buffering for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel b38d87c0-4122-484f-a51b-aff25fce293a) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/b38d87c0-4122-484f-a51b-aff25fce293a/channels?session_id=afde55ff70c84b5198909a8b60148fff (son520804@98.224.219.152) 34.10ms
[SingleUserNotebookApp | INFO] Restoring connection for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 90003 ms.
[SingleUserNotebookApp | INFO] Starting buffering for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel b38d87c0-4122-484f-a51b-aff25fce293a) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/b38d87c0-4122-484f-a51b-aff25fce293a/channels?session_id=afde55ff70c84b5198909a8b60148fff (son520804@98.224.219.152) 35.58ms
[SingleUserNotebookApp | INFO] Restoring connection for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 90003 ms.
[SingleUserNotebookApp | INFO] Starting buffering for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel b38d87c0-4122-484f-a51b-aff25fce293a) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/b38d87c0-4122-484f-a51b-aff25fce293a/channels?session_id=afde55ff70c84b5198909a8b60148fff (son520804@98.224.219.152) 35.14ms
[SingleUserNotebookApp | INFO] Restoring connection for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | INFO] Starting buffering for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel b38d87c0-4122-484f-a51b-aff25fce293a) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/b38d87c0-4122-484f-a51b-aff25fce293a/channels?session_id=afde55ff70c84b5198909a8b60148fff (son520804@98.224.219.152) 32.70ms
[SingleUserNotebookApp | INFO] Restoring connection for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 90001 ms.
[SingleUserNotebookApp | INFO] Starting buffering for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel b38d87c0-4122-484f-a51b-aff25fce293a) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/b38d87c0-4122-484f-a51b-aff25fce293a/channels?session_id=afde55ff70c84b5198909a8b60148fff (son520804@98.224.219.152) 32.69ms
[SingleUserNotebookApp | INFO] Restoring connection for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1597070400069 (son520804@98.224.219.152) 47.45ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1597070400070 (son520804@98.224.219.152) 3.58ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1597070400071 (son520804@98.224.219.152) 83.66ms
[SingleUserNotebookApp | INFO] Starting buffering for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel b38d87c0-4122-484f-a51b-aff25fce293a) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/b38d87c0-4122-484f-a51b-aff25fce293a/channels?session_id=afde55ff70c84b5198909a8b60148fff (son520804@98.224.219.152) 28.90ms
[SingleUserNotebookApp | INFO] Restoring connection for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | INFO] Starting buffering for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel b38d87c0-4122-484f-a51b-aff25fce293a) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/b38d87c0-4122-484f-a51b-aff25fce293a/channels?session_id=afde55ff70c84b5198909a8b60148fff (son520804@98.224.219.152) 36.32ms
[SingleUserNotebookApp | INFO] Restoring connection for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 90003 ms.
[SingleUserNotebookApp | INFO] Starting buffering for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel b38d87c0-4122-484f-a51b-aff25fce293a) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/b38d87c0-4122-484f-a51b-aff25fce293a/channels?session_id=afde55ff70c84b5198909a8b60148fff (son520804@98.224.219.152) 28.23ms
[SingleUserNotebookApp | INFO] Restoring connection for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | INFO] Starting buffering for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel b38d87c0-4122-484f-a51b-aff25fce293a) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/b38d87c0-4122-484f-a51b-aff25fce293a/channels?session_id=afde55ff70c84b5198909a8b60148fff (son520804@98.224.219.152) 27.25ms
[SingleUserNotebookApp | INFO] Restoring connection for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 90001 ms.
[SingleUserNotebookApp | INFO] Starting buffering for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel b38d87c0-4122-484f-a51b-aff25fce293a) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/b38d87c0-4122-484f-a51b-aff25fce293a/channels?session_id=afde55ff70c84b5198909a8b60148fff (son520804@98.224.219.152) 29.28ms
[SingleUserNotebookApp | INFO] Restoring connection for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | INFO] Starting buffering for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel b38d87c0-4122-484f-a51b-aff25fce293a) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/b38d87c0-4122-484f-a51b-aff25fce293a/channels?session_id=afde55ff70c84b5198909a8b60148fff (son520804@98.224.219.152) 29.76ms
[SingleUserNotebookApp | INFO] Restoring connection for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 90002 ms.
[SingleUserNotebookApp | INFO] Starting buffering for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel b38d87c0-4122-484f-a51b-aff25fce293a) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/b38d87c0-4122-484f-a51b-aff25fce293a/channels?session_id=afde55ff70c84b5198909a8b60148fff (son520804@98.224.219.152) 31.14ms
[SingleUserNotebookApp | INFO] Restoring connection for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_Training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/nbconvert/html/PyMC3_Code_Training.ipynb?download=true (son520804@98.224.219.152) 788.88ms
[SingleUserNotebookApp | INFO] Starting buffering for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel b38d87c0-4122-484f-a51b-aff25fce293a) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/b38d87c0-4122-484f-a51b-aff25fce293a/channels?session_id=afde55ff70c84b5198909a8b60148fff (son520804@98.224.219.152) 27.38ms
[SingleUserNotebookApp | INFO] Restoring connection for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 90001 ms.
[SingleUserNotebookApp | INFO] Starting buffering for b38d87c0-4122-484f-a51b-aff25fce293a:afde55ff70c84b5198909a8b60148fff
[SingleUserNotebookApp | CRITICAL] received signal 15, stopping
[SingleUserNotebookApp | INFO] Shutting down 1 kernel
[SingleUserNotebookApp | INFO] Kernel shutdown: b38d87c0-4122-484f-a51b-aff25fce293a
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[SingleUserNotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[SingleUserNotebookApp | INFO] Starting jupyterhub-singleuser server version 1.0.0
[SingleUserNotebookApp | WARNING] jupyterhub version 0.9.6 != jupyterhub-singleuser version 1.0.0. This could cause failure to authenticate and result in redirect loops!
[SingleUserNotebookApp | INFO] Serving notebooks from local directory: /home/jovyan/etc_composition/config/extensions
[SingleUserNotebookApp | INFO] The Jupyter Notebook is running at:
[SingleUserNotebookApp | INFO] http://jupyter-son520804:8888/user/son520804/
[SingleUserNotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[SingleUserNotebookApp | WARNING] Activity events disabled
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/ -> /user/son520804/tree? (@172.16.94.180) 0.70ms
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/nbconvert/notebook/PyMC3_Code_Training.ipynb?download=true&redirects=1 -> /hub/api/oauth2/authorize?client_id=jupyterhub-user-son520804&redirect_uri=%2Fuser%2Fson520804%2Foauth_callback&response_type=code&state=[secret] (@98.224.219.152) 2.23ms
[SingleUserNotebookApp | INFO] Logged-in user {'kind': 'user', 'name': 'son520804', 'admin': False, 'groups': [], 'server': '/user/son520804/', 'pending': None, 'created': '2020-04-06T14:45:49.903317Z', 'last_activity': '2020-08-11T18:34:12.351446Z', 'servers': None}
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/oauth_callback?code=[secret]&state=[secret] -> /user/son520804/nbconvert/notebook/PyMC3_Code_Training.ipynb?download=true&redirects=1 (@98.224.219.152) 84.56ms
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_Training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/nbconvert/notebook/PyMC3_Code_Training.ipynb?download=true&redirects=1 (son520804@98.224.219.152) 887.98ms
[SingleUserNotebookApp | CRITICAL] received signal 15, stopping
[SingleUserNotebookApp | INFO] Shutting down 0 kernels
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[SingleUserNotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[SingleUserNotebookApp | INFO] Starting jupyterhub-singleuser server version 1.0.0
[SingleUserNotebookApp | WARNING] jupyterhub version 0.9.6 != jupyterhub-singleuser version 1.0.0. This could cause failure to authenticate and result in redirect loops!
[SingleUserNotebookApp | INFO] Serving notebooks from local directory: /home/jovyan/etc_composition/config/extensions
[SingleUserNotebookApp | INFO] The Jupyter Notebook is running at:
[SingleUserNotebookApp | INFO] http://jupyter-son520804:8888/user/son520804/
[SingleUserNotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[SingleUserNotebookApp | WARNING] Activity events disabled
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/ -> /user/son520804/tree? (@172.16.117.37) 0.70ms
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/tree?redirects=1 -> /hub/api/oauth2/authorize?client_id=jupyterhub-user-son520804&redirect_uri=%2Fuser%2Fson520804%2Foauth_callback&response_type=code&state=[secret] (@98.224.219.152) 2.14ms
[SingleUserNotebookApp | INFO] Logged-in user {'kind': 'user', 'name': 'son520804', 'admin': False, 'groups': [], 'server': '/user/son520804/', 'pending': None, 'created': '2020-04-06T14:45:49.903317Z', 'last_activity': '2020-08-14T16:46:15.627628Z', 'servers': None}
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/oauth_callback?code=[secret]&state=[secret] -> /user/son520804/tree?redirects=1 (@98.224.219.152) 87.17ms
[SingleUserNotebookApp | ERROR] Could not open static file ''
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/tree?redirects=1 (son520804@98.224.219.152) 89.89ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@98.224.219.152) 9.49ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@98.224.219.152) 2.22ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/tree?_=1597423577420 (son520804@98.224.219.152) 14.23ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1597423577421 (son520804@98.224.219.152) 2.76ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1597423577422 (son520804@98.224.219.152) 1.26ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/kernelspecs (son520804@98.224.219.152) 3.62ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1597423577423 (son520804@98.224.219.152) 3.91ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1597423577424 (son520804@98.224.219.152) 2.11ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1597423577425 (son520804@98.224.219.152) 189.49ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/nbgrader_version?version=0.5.6&_=1597423577426 (son520804@98.224.219.152) 1.37ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/notebooks/PyMC3_Code_Training.ipynb (son520804@98.224.219.152) 356.82ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@98.224.219.152) 2.39ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@98.224.219.152) 1.87ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1597423585161 (son520804@98.224.219.152) 19.33ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1597423585162 (son520804@98.224.219.152) 4.90ms
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Code_Training.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_Training.ipynb?type=notebook&_=1597423585163 (son520804@98.224.219.152) 240.05ms
[SingleUserNotebookApp | INFO] Kernel started: ec1cec5d-0972-4504-9384-58a8e693b411
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/sessions (son520804@98.224.219.152) 69.78ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Code_Training.ipynb/checkpoints?_=1597423585164 (son520804@98.224.219.152) 15.44ms
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/notebooks/Bayesian_Model.png -> /user/son520804/files/Bayesian_Model.png (son520804@98.224.219.152) 1.44ms
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/notebooks/Bayesian_Advantage.png -> /user/son520804/files/Bayesian_Advantage.png (son520804@98.224.219.152) 1.22ms
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel ec1cec5d-0972-4504-9384-58a8e693b411) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/ec1cec5d-0972-4504-9384-58a8e693b411/channels?session_id=9341c5d8c5d24c31864f8c83c38c6f50 (son520804@98.224.219.152) 32.36ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/livereveal?_=1597423585165 (son520804@98.224.219.152) 4.15ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/rise?_=1597423585166 (son520804@98.224.219.152) 5.46ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1597423585167 (son520804@98.224.219.152) 18.65ms
[SingleUserNotebookApp | INFO] Starting buffering for ec1cec5d-0972-4504-9384-58a8e693b411:9341c5d8c5d24c31864f8c83c38c6f50
[SingleUserNotebookApp | CRITICAL] received signal 15, stopping
[SingleUserNotebookApp | CRITICAL] received signal 15, stopping
[SingleUserNotebookApp | INFO] Shutting down 1 kernel
[SingleUserNotebookApp | INFO] Kernel shutdown: ec1cec5d-0972-4504-9384-58a8e693b411
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[SingleUserNotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[SingleUserNotebookApp | INFO] Starting jupyterhub-singleuser server version 1.0.0
[SingleUserNotebookApp | WARNING] jupyterhub version 0.9.6 != jupyterhub-singleuser version 1.0.0. This could cause failure to authenticate and result in redirect loops!
[SingleUserNotebookApp | INFO] Serving notebooks from local directory: /home/jovyan/etc_composition/config/extensions
[SingleUserNotebookApp | INFO] The Jupyter Notebook is running at:
[SingleUserNotebookApp | INFO] http://jupyter-son520804:8888/user/son520804/
[SingleUserNotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[SingleUserNotebookApp | WARNING] Activity events disabled
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/ -> /user/son520804/tree? (@172.16.110.145) 0.67ms
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/?redirects=1 -> /user/son520804/tree?redirects=1 (@98.224.219.152) 0.79ms
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/tree?redirects=1 -> /hub/api/oauth2/authorize?client_id=jupyterhub-user-son520804&redirect_uri=%2Fuser%2Fson520804%2Foauth_callback&response_type=code&state=[secret] (@98.224.219.152) 2.23ms
[SingleUserNotebookApp | INFO] Logged-in user {'kind': 'user', 'name': 'son520804', 'admin': False, 'groups': [], 'server': '/user/son520804/', 'pending': None, 'created': '2020-04-06T14:45:49.903317Z', 'last_activity': '2020-08-21T14:19:51.616500Z', 'servers': None}
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/oauth_callback?code=[secret]&state=[secret] -> /user/son520804/tree?redirects=1 (@98.224.219.152) 80.92ms
[SingleUserNotebookApp | ERROR] Could not open static file ''
